city,county,state
Hydaburg,Prince of Wales-Hyder Census Area,Alaska
Hyder,Prince of Wales-Hyder Census Area,Alaska
Igiugig,Lake and Peninsula Borough,Alaska
Iliamna,Lake and Peninsula Borough,Alaska
Indian,Anchorage,Alaska
Jber,Anchorage,Alaska
Juneau,Juneau City and Borough,Alaska
Kake,Petersburg Borough,Alaska
Kake,Prince of Wales-Hyder Census Area,Alaska
Kaktovik,North Slope Borough,Alaska
Kalskag,Bethel Census Area,Alaska
Kaltag,Yukon-Koyukuk Census Area,Alaska
Karluk,Kodiak Island Borough,Alaska
Kasaan,Prince of Wales-Hyder Census Area,Alaska
Kasigluk,Bethel Census Area,Alaska
Kasilof,Kenai Peninsula Borough,Alaska
Kenai,Kenai Peninsula Borough,Alaska
Ketchikan,Ketchikan Gateway Borough,Alaska
Kiana,Northwest Arctic Borough,Alaska
King Cove,Aleutians East Borough,Alaska
King Salmon,Bristol Bay Borough,Alaska
Kipnuk,Bethel Census Area,Alaska
Kivalina,Northwest Arctic Borough,Alaska
Klawock,Prince of Wales-Hyder Census Area,Alaska
Klukwan,Hoonah-Angoon Census Area,Alaska
Kobuk,Northwest Arctic Borough,Alaska
Kodiak,Kodiak Island Borough,Alaska
Kokhanok,Lake and Peninsula Borough,Alaska
Koliganek,Dillingham Census Area,Alaska
Kongiganak,Bethel Census Area,Alaska
Kotlik,Wade Hampton,Alaska
Kotlik,Kusilvak Census Area,Alaska
Kotzebue,Northwest Arctic Borough,Alaska
Koyuk,Nome Census Area,Alaska
Koyukuk,Yukon Koyukuk Census Area,Alaska
Kwethluk,Bethel Census Area,Alaska
Kwigillingok,Bethel Census Area,Alaska
Lake Minchumina,Yukon-Koyukuk Census Area,Alaska
Larsen Bay,Kodiak Island Borough,Alaska
Levelock,Lake and Peninsula Borough,Alaska
Lower Kalskag,Bethel Census Area,Alaska
Manley Hot Springs,Yukon-Koyukuk Census Area,Alaska
Manokotak,Dillingham Census Area,Alaska
Marshall,Kusilvak Census Area,Alaska
Marshall,Wade Hampton,Alaska
McCarthy,Valdez-Cordova Census Area,Alaska
McGrath,Yukon-Koyukuk Census Area,Alaska
Mekoryuk,Bethel Census Area,Alaska
Mentasta Lake,Valdez-Cordova Census Area,Alaska
Metlakatla,Prince of Wales-Hyder Census Area,Alaska
Meyers Chuck,Ketchikan Gateway Borough,Alaska
Minto,Yukon-Koyukuk Census Area,Alaska
Moose Pass,Kenai Peninsula Borough,Alaska
Mountain Village,Wade Hampton,Alaska
Mountain Village,Kusilvak Census Area,Alaska
Naknek,Bristol Bay Borough,Alaska
Nanwalek,Kenai Peninsula Borough,Alaska
Napakiak,Bethel Census Area,Alaska
Nelson Lagoon,Aleutians East Borough,Alaska
Nenana,Yukon-Koyukuk Census Area,Alaska
New Stuyahok,Dillingham Census Area,Alaska
Newtok,Bethel Census Area,Alaska
Nightmute,Bethel Census Area,Alaska
Nikiski,Kenai Peninsula Borough,Alaska
Nikiski,Nome Census Area,Alaska
Nikolaevsk,Kenai Peninsula Borough,Alaska
Nikolai,Yukon-Koyukuk Census Area,Alaska
Nikolski,Aleutians West Census Area,Alaska
Ninilchik,Kenai Peninsula Borough,Alaska
Noatak,Northwest Arctic Borough,Alaska
Nome,Nome Census Area,Alaska
Nondalton,Lake and Peninsula Borough,Alaska
Noorvik,Northwest Arctic Borough,Alaska
North Pole,Fairbanks North Star Borough,Alaska
Northway,Southeast Fairbanks Census Area,Alaska
Nuiqsut,North Slope Borough,Alaska
Nulato,Yukon-Koyukuk Census Area,Alaska
Nunam Iqua,Wade Hampton,Alaska
Nunapitchuk,Bethel Census Area,Alaska
Old Harbor,Kodiak Island Borough,Alaska
Ouzinkie,Kodiak Island Borough,Alaska
Palmer,Anchorage Municipality,Alaska
Palmer,Matanuska-Susitna Borough,Alaska
Pedro Bay,Lake and Peninsula Borough,Alaska
Pelican,Hoonah-Angoon Census Area,Alaska
Perryville,Lake and Peninsula Borough,Alaska
Petersburg,Petersburg Borough,Alaska
Pilot Point,Lake and Peninsula Borough,Alaska
Pilot Station,Kusilvak Census Area,Alaska
Pilot Station,Wade Hampton,Alaska
Platinum,Bethel Census Area,Alaska
Point Baker,Prince of Wales-Hyder Census Area,Alaska
Point Hope,North Slope Borough,Alaska
Point Lay,North Slope Borough,Alaska
Port Alexander,Prince of Wales-Hyder Census Area,Alaska
Port Alexander,Sitka City and Borough,Alaska
Port Alsworth,Lake and Peninsula Borough,Alaska
Port Graham,Kenai Peninsula Borough,Alaska
Port Heiden,Lake and Peninsula Borough,Alaska
Port Lions,Kodiak Island Borough,Alaska
Port Protection,Prince of Wales-Hyder Census Area,Alaska
Prudhoe Bay,North Slope Borough,Alaska
Quinhagak,Bethel Census Area,Alaska
Rampart,Yukon Koyukuk Census Area,Alaska
Red Devil,Bethel Census Area,Alaska
Ruby,Yukon-Koyukuk Census Area,Alaska
Russian Mission,Wade Hampton,Alaska
Russian Mission,Kusilvak Census Area,Alaska
St. George Island,Aleutians West Census Area,Alaska
St. Marys,Wade Hampton,Alaska
St. Michael,Nome Census Area,Alaska
St. Paul Island,Aleutians West Census Area,Alaska
Salcha,Fairbanks North Star Borough,Alaska
Sand Point,Aleutians East Borough,Alaska
Savoonga,Nome Census Area,Alaska
Saxman,Ketchikan Gateway Borough,Alaska
Scammon Bay,Wade Hampton,Alaska
Scammon Bay,Kusilvak Census Area,Alaska
Selawik,Northwest Arctic Borough,Alaska
Seldovia,Kenai Peninsula Borough,Alaska
Seward,Kenai Peninsula Borough,Alaska
Shageluk,Yukon-Koyukuk Census Area,Alaska
Shaktoolik,Nome Census Area,Alaska
Shishmaref,Nome Census Area,Alaska
Shungnak,Northwest Arctic Borough,Alaska
Sitka,Sitka City and Borough,Alaska
Skagway,Skagway Municipality,Alaska
Skwentna,Matanuska Susitna,Alaska
Slana,Valdez-Cordova Census Area,Alaska
Sleetmute,Bethel Census Area,Alaska
Soldotna,Kenai Peninsula Borough,Alaska
South Naknek,Bristol Bay Borough,Alaska
Stebbins,Nome Census Area,Alaska
Sterling,Kenai Peninsula Borough,Alaska
Stevens Village,Yukon-Koyukuk Census Area,Alaska
St. George,Aleutians West Census Area,Alaska
St. Mary's,Kusilvak Census Area,Alaska
St. Michael,Nome Census Area,Alaska
Stony River,Bethel Census Area,Alaska
St. Paul,Aleutians West Census Area,Alaska
Sutton,Matanuska Susitna Borough,Alaska
Sutton-Alpine,Matanuska-Susitna Borough,Alaska
Takotna,Yukon-Koyukuk Census Area,Alaska
Talkeetna,Matanuska-Susitna Borough,Alaska
Tanacross,Southeast Fairbanks Census Area,Alaska
Tanana,Yukon-Koyukuk Census Area,Alaska
Tatitlek,Valdez-Cordova Census Area,Alaska
Teller,Nome Census Area,Alaska
Tenakee Springs,Hoonah-Angoon Census Area,Alaska
Tetlin,Southeast Fairbanks Census Area,Alaska
Thorne Bay,Prince of Wales-Hyder Census Area,Alaska
Togiak,Dillingham Census Area,Alaska
Tok,Southeast Fairbanks Census Area,Alaska
Toksook Bay,Bethel Census Area,Alaska
Trapper Creek,Matanuska-Susitna Borough,Alaska
Tuluksak,Bethel Census Area,Alaska
Tuntutuliak,Bethel Census Area,Alaska
Tununak,Bethel Census Area,Alaska
Twin Hills,Dillingham Census Area,Alaska
Two Rivers,Fairbanks North Star Borough,Alaska
Tyonek,Kenai Peninsula Borough,Alaska
Unalakleet,Nome Census Area,Alaska
Unalakleet,Kusilvak Census Area,Alaska
Unalaska,Aleutians West Census Area,Alaska
Valdez,Valdez-Cordova Census Area,Alaska
Venetie,Yukon-Koyukuk Census Area,Alaska
Wainwright,North Slope Borough,Alaska
Wales,Nome Census Area,Alaska
Ward Cove,Ketchikan Gateway Borough,Alaska
Wasilla,Matanuska-Susitna Borough,Alaska
Whale Pass,Prince of Wales-Hyder Census Area,Alaska
White Mountain,Nome Census Area,Alaska
Whittier,Valdez-Cordova Census Area,Alaska
Willow,Matanuska-Susitna Borough,Alaska
Wrangell,Wrangell City and Borough,Alaska
Yakutat,Yakutat City and Borough,Alaska
Abbeville,Vermilion Parish,Louisiana
Abita Springs,St. Tammany Parish,Louisiana
Acme,Concordia Parish,Louisiana
Addis,West Baton Rouge Parish,Louisiana
Aimwell,Catahoula Parish,Louisiana
Akers,Tangipahoa Parish,Louisiana
Albany,Livingston Parish,Louisiana
Alexandria,Rapides Parish,Louisiana
Ama,St. Charles Parish,Louisiana
Amelia,St. Mary Parish,Louisiana
Amite,Tangipahoa Parish,Louisiana
Amite City,St. Helena Parish,Louisiana
Amite City,Tangipahoa Parish,Louisiana
Anacoco,Vernon Parish,Louisiana
Angola,West Feliciana Parish,Louisiana
Arabi,St. Bernard Parish,Louisiana
Arcadia,Bienville Parish,Louisiana
Archibald,Richland Parish,Louisiana
Arnaudville,St. Martin Parish,Louisiana
Arnaudville,St. Landry Parish,Louisiana
Ashland,Natchitoches Parish,Louisiana
Athens,Claiborne Parish,Louisiana
Atlanta,Winn Parish,Louisiana
Avery Island,Iberia Parish,Louisiana
Avondale,Jefferson Parish,Louisiana
Bains,West Feliciana Parish,Louisiana
Baker,East Baton Rouge Parish,Louisiana
Baldwin,St. Mary Parish,Louisiana
Ball,Rapides Parish,Louisiana
Barataria,Jefferson Parish,Louisiana
Barksdale Afb,Bossier Parish,Louisiana
Basile,Evangeline Parish,Louisiana
Baskin,Franklin Parish,Louisiana
Bastrop,Morehouse Parish,Louisiana
Batchelor,Pointe Coupee Parish,Louisiana
Baton Rouge,East Baton Rouge Parish,Louisiana
Belcher,Caddo Parish,Louisiana
Bell City,Cameron Parish,Louisiana
Bell City,Calcasieu Parish,Louisiana
Belle Chasse,Plaquemines Parish,Louisiana
Belle Rose,Assumption Parish,Louisiana
Belmont,Sabine Parish,Louisiana
Bentley,Grant Parish,Louisiana
Benton,Bossier Parish,Louisiana
Bernice,Union Parish,Louisiana
Berwick,St. Mary Parish,Louisiana
Bethany,Caddo Parish,Louisiana
Bienville,Bienville Parish,Louisiana
Blanchard,Caddo Parish,Louisiana
Bonita,Morehouse Parish,Louisiana
Boothville,Plaquemines Parish,Louisiana
Bordelonville,Avoyelles Parish,Louisiana
Bossier,Bossier Parish,Louisiana
Bossier City,Bossier Parish,Louisiana
Bourg,Terrebonne Parish,Louisiana
Boutte,St. Charles Parish,Louisiana
Boyce,Rapides Parish,Louisiana
Braithwaite,Plaquemines Parish,Louisiana
Branch,Acadia Parish,Louisiana
Breaux Bridge,St. Martin Parish,Louisiana
Bridge City,Jefferson Parish,Louisiana
Brittany,Ascension Parish,Louisiana
Broussard,St. Martin Parish,Louisiana
Broussard,Lafayette Parish,Louisiana
Brownsfield,East Baton Rouge Parish,Louisiana
Brusly,West Baton Rouge Parish,Louisiana
Bunkie,Avoyelles Parish,Louisiana
Buras,Plaquemines Parish,Louisiana
Burnside,Ascension Parish,Louisiana
Bush,St. Tammany Parish,Louisiana
Cade,St. Martin Parish,Louisiana
Calhoun,Ouachita Parish,Louisiana
Calvin,Winn Parish,Louisiana
Cameron,Cameron Parish,Louisiana
Campti,Natchitoches Parish,Louisiana
Cankton,St. Landry Parish,Louisiana
Carencro,Lafayette Parish,Louisiana
Carville,Iberville Parish,Louisiana
Castor,Bienville Parish,Louisiana
Cecilia,St. Martin Parish,Louisiana
Center Point,Avoyelles Parish,Louisiana
Centerville,St. Mary Parish,Louisiana
Central,East Baton Rouge Parish,Louisiana
Chalmette,St. Bernard Parish,Louisiana
Charenton,St. Mary Parish,Louisiana
Chase,Franklin Parish,Louisiana
Chataignier,Evangeline Parish,Louisiana
Chatham,Jackson Parish,Louisiana
Chauvin,Terrebonne Parish,Louisiana
Cheneyville,Rapides Parish,Louisiana
Choudrant,Lincoln Parish,Louisiana
Church Point,Acadia Parish,Louisiana
Church Point,St. Landry Parish,Louisiana
Church Point,Acadia Parish,Louisiana
Clarence,Natchitoches Parish,Louisiana
Clarks,Caldwell Parish,Louisiana
Clayton,Catahoula Parish,Louisiana
Clayton,Concordia Parish,Louisiana
Clinton,East Feliciana Parish,Louisiana
Clinton,East Baton Rouge Parish,Louisiana
Cloutierville,Natchitoches Parish,Louisiana
Colfax,Grant Parish,Louisiana
Collinston,Morehouse Parish,Louisiana
Columbia,Caldwell Parish,Louisiana
Convent,St. James Parish,Louisiana
Converse,Sabine Parish,Louisiana
Cottonport,Avoyelles Parish,Louisiana
Cotton Valley,Bossier Parish,Louisiana
Cotton Valley,Webster Parish,Louisiana
Coushatta,Red River Parish,Louisiana
Covington,St. Tammany Parish,Louisiana
Creole,Cameron Parish,Louisiana
Crowley,Acadia Parish,Louisiana
Crowville,Franklin Parish,Louisiana
Cullen,Webster Parish,Louisiana
Cut Off,Lafourche Parish,Louisiana
Darrow,Ascension Parish,Louisiana
Delcambre,Iberia Parish,Louisiana
Delcambre,Vermilion Parish,Louisiana
Delhi,Richland Parish,Louisiana
Delta,Madison Parish,Louisiana
Denham Springs,Livingston Parish,Louisiana
DeQuincy,Calcasieu Parish,Louisiana
DeRidder,Beauregard Parish,Louisiana
DeRidder,Vernon Parish,Louisiana
Des Allemands,Lafourche Parish,Louisiana
Des Allemands,St. Charles Parish,Louisiana
Destrehan,St. Charles Parish,Louisiana
Deville,Rapides Parish,Louisiana
Dixie Inn,Webster Parish,Louisiana
Dodson,Winn Parish,Louisiana
Donaldsonville,Ascension Parish,Louisiana
Donner,Terrebonne Parish,Louisiana
Downsville,Union Parish,Louisiana
Doyline,Webster Parish,Louisiana
Dry Creek,Beauregard Parish,Louisiana
Dry Prong,Grant Parish,Louisiana
Dubach,Lincoln Parish,Louisiana
Dubberly,Webster Parish,Louisiana
Dulac,Terrebonne Parish,Louisiana
Duplessis,Ascension Parish,Louisiana
Dupont,Avoyelles Parish,Louisiana
Duson,Acadia Parish,Louisiana
Duson,Lafayette Parish,Louisiana
Echo,Rapides Parish,Louisiana
Edgard,St. John the Baptist Parish,Louisiana
Effie,Avoyelles Parish,Louisiana
Egan,Acadia Parish,Louisiana
Elizabeth,Allen Parish,Louisiana
Elmer,Rapides Parish,Louisiana
Elm Grove,Bossier Parish,Louisiana
Elmwood,Jefferson Parish,Louisiana
Elton,Jefferson Davis Parish,Louisiana
Empire,Plaquemines Parish,Louisiana
Enterprise,Catahoula Parish,Louisiana
Epps,West Carroll Parish,Louisiana
Erath,Vermilion Parish,Louisiana
Eros,Jackson Parish,Louisiana
Eros,Ouachita Parish,Louisiana
Erwinville,West Baton Rouge Parish,Louisiana
Estherwood,Acadia Parish,Louisiana
Ethel,East Feliciana Parish,Louisiana
Eunice,St. Landry Parish,Louisiana
Eunice,Acadia Parish,Louisiana
Evangeline,Acadia Parish,Louisiana
Evans,Vernon Parish,Louisiana
Evergreen,Avoyelles Parish,Louisiana
Fairbanks,Ouachita Parish,Louisiana
Farmerville,Union Parish,Louisiana
Fenton,Jefferson Davis Parish,Louisiana
Ferriday,Concordia Parish,Louisiana
Fields,Beauregard Parish,Louisiana
Fisher,Sabine Parish,Louisiana
Flatwoods,Rapides Parish,Louisiana
Flora,Natchitoches Parish,Louisiana
Florien,Sabine Parish,Louisiana
Fluker,Tangipahoa Parish,Louisiana
Folsom,St. Tammany Parish,Louisiana
Folsom,Tangipahoa Parish,Louisiana
Fordoche,Pointe Coupee Parish,Louisiana
Forest,West Carroll Parish,Louisiana
Forest Hill,Rapides Parish,Louisiana
Fort Necessity,Franklin Parish,Louisiana
Fort Polk,Vernon Parish,Louisiana
Fort Polk North,Vernon Parish,Louisiana
Fort Polk South,Vernon Parish,Louisiana
Franklin,St. Mary Parish,Louisiana
French Settlement,Livingston Parish,Louisiana
Frierson,De Soto Parish,Louisiana
Galliano,Lafourche Parish,Louisiana
Garden City,St. Mary Parish,Louisiana
Gardner,Rapides Parish,Louisiana
Garyville,St. John the Baptist Parish,Louisiana
Geismar,Ascension Parish,Louisiana
Georgetown,Grant Parish,Louisiana
Gheens,Lafourche Parish,Louisiana
Gibsland,Bienville Parish,Louisiana
Gibson,Terrebonne Parish,Louisiana
Gilbert,Franklin Parish,Louisiana
Gilliam,Caddo Parish,Louisiana
Glenmora,Rapides Parish,Louisiana
Gloster,De Soto Parish,Louisiana
Glynn,Pointe Coupee Parish,Louisiana
Golden Meadow,Lafourche Parish,Louisiana
Goldonna,Natchitoches Parish,Louisiana
Gonzales,Ascension Parish,Louisiana
Gorum,Natchitoches Parish,Louisiana
Grambling,Lincoln Parish,Louisiana
Gramercy,St. James Parish,Louisiana
Grand Cane,De Soto Parish,Louisiana
Grand Chenier,Cameron Parish,Louisiana
Grand Coteau,St. Landry Parish,Louisiana
Grand Isle,Jefferson Parish,Louisiana
Grant,Allen Parish,Louisiana
Gray,Terrebonne Parish,Louisiana
Grayson,Caldwell Parish,Louisiana
Greensburg,St. Helena Parish,Louisiana
Greenwell Springs,East Baton Rouge Parish,Louisiana
Greenwood,Caddo Parish,Louisiana
Gretna,Jefferson Parish,Louisiana
Grosse Tete,Iberville Parish,Louisiana
Gueydan,Vermilion Parish,Louisiana
Hackberry,Cameron Parish,Louisiana
Hahnville,St. Charles Parish,Louisiana
Hall Summit,Red River Parish,Louisiana
Hamburg,Avoyelles Parish,Louisiana
Hammond,Tangipahoa Parish,Louisiana
Hammond,Livingston Parish,Louisiana
Harahan,Jefferson Parish,Louisiana
Harrisonburg,Catahoula Parish,Louisiana
Harvey,Jefferson Parish,Louisiana
Haughton,Bossier Parish,Louisiana
Hayes,Calcasieu Parish,Louisiana
Haynesville,Claiborne Parish,Louisiana
Heflin,Webster Parish,Louisiana
Henderson,St. Martin Parish,Louisiana
Hessmer,Avoyelles Parish,Louisiana
Hester,St. James Parish,Louisiana
Hineston,Rapides Parish,Louisiana
Hodge,Jackson Parish,Louisiana
Holden,Livingston Parish,Louisiana
Homer,Claiborne Parish,Louisiana
Hornbeck,Vernon Parish,Louisiana
Hosston,Caddo Parish,Louisiana
Houma,Terrebonne Parish,Louisiana
Husser,Tangipahoa Parish,Louisiana
Ida,Caddo Parish,Louisiana
Independence,Tangipahoa Parish,Louisiana
Innis,Pointe Coupee Parish,Louisiana
Iota,Acadia Parish,Louisiana
Iowa,Calcasieu Parish,Louisiana
Iowa,Jefferson Davis Parish,Louisiana
Jackson,East Feliciana Parish,Louisiana
Jamestown,Bienville Parish,Louisiana
Jarreau,Pointe Coupee Parish,Louisiana
Jeanerette,Iberia Parish,Louisiana
Jeanerette,St. Mary Parish,Louisiana
Jean Lafitte,Jefferson Parish,Louisiana
Jefferson,Jefferson Parish,Louisiana
Jena,LaSalle Parish,Louisiana
Jennings,Jefferson Davis Parish,Louisiana
Jennings,Acadia Parish,Louisiana
Jigger,Franklin Parish,Louisiana
Jones,Morehouse Parish,Louisiana
Jonesboro,Jackson Parish,Louisiana
Jonesville,Concordia Parish,Louisiana
Jonesville,Catahoula Parish,Louisiana
Joyce,Winn Parish,Louisiana
Kaplan,Vermilion Parish,Louisiana
Keachi,De Soto Parish,Louisiana
Keatchie,De Soto Parish,Louisiana
Keithville,Caddo Parish,Louisiana
Kelly,Caldwell Parish,Louisiana
Kenner,Jefferson Parish,Louisiana
Kentwood,Tangipahoa Parish,Louisiana
Kentwood,St. Helena Parish,Louisiana
Kilbourne,West Carroll Parish,Louisiana
Killona,St. Charles Parish,Louisiana
Kinder,Jefferson Davis Parish,Louisiana
Kinder,Allen Parish,Louisiana
Kraemer,Lafourche Parish,Louisiana
Krotz Springs,St. Landry Parish,Louisiana
Kurthwood,Vernon Parish,Louisiana
Labadieville,Assumption Parish,Louisiana
Lacassine,Jefferson Davis Parish,Louisiana
Lacombe,St. Tammany Parish,Louisiana
Lafayette,Lafayette Parish,Louisiana
Lafitte,Jefferson Parish,Louisiana
Lake Arthur,Jefferson Davis Parish,Louisiana
Lake Charles,Calcasieu Parish,Louisiana
Lake Charles,Cameron Parish,Louisiana
Lake Charles,Calcasieu Parish,Louisiana
Lakeland,Pointe Coupee Parish,Louisiana
Lake Providence,East Carroll Parish,Louisiana
Laplace,St. John the Baptist Parish,Louisiana
Larose,Lafourche Parish,Louisiana
Lawtell,St. Landry Parish,Louisiana
Lebeau,St. Landry Parish,Louisiana
Leblanc,Allen Parish,Louisiana
Lecompte,Rapides Parish,Louisiana
Leesville,Vernon Parish,Louisiana
Lena,Rapides Parish,Louisiana
Leonville,St. Landry Parish,Louisiana
Lettsworth,Pointe Coupee Parish,Louisiana
Libuse,Rapides Parish,Louisiana
Lillie,Union Parish,Louisiana
Lisbon,Claiborne Parish,Louisiana
Livingston,Livingston Parish,Louisiana
Livonia,Pointe Coupee Parish,Louisiana
Lockport,Lafourche Parish,Louisiana
Logansport,De Soto Parish,Louisiana
Longleaf,Rapides Parish,Louisiana
Longstreet,De Soto Parish,Louisiana
Longville,Beauregard Parish,Louisiana
Loranger,Tangipahoa Parish,Louisiana
Loreauville,Iberia Parish,Louisiana
Lottie,Pointe Coupee Parish,Louisiana
Luling,St. Charles Parish,Louisiana
Lutcher,St. James Parish,Louisiana
Lydia,Iberia Parish,Louisiana
Madisonville,St. Tammany Parish,Louisiana
